timestamp,datetime,lat,lon,alt,speed,fom,deviceId,machineId
1657619209.436471,2022-07-12T09:46:46.303146+00:00,60.18775,24.981743333333334,0,0.0,rasp4-trial,
1657619236.41495,2022-07-12T09:47:16.368928+00:00,60.187751666666664,24.981743333333334,0,0.0,rasp4-trial,
1657619266.431477,2022-07-12T09:47:46.405225+00:00,60.187751666666664,24.981745,0,0.0,rasp4-trial,
1657619296.494353,2022-07-12T09:48:16.452454+00:00,60.187751666666664,24.981745,0,0.0,rasp4-trial,
1657619326.535892,2022-07-12T09:48:46.515612+00:00,60.187751666666664,24.981745,0,0.0,rasp4-trial,
1657619356.60711,2022-07-12T09:49:16.584481+00:00,60.187751666666664,24.981745,0,0.0,rasp4-trial,
1657619386.661573,2022-07-12T09:49:46.637938+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619416.70597,2022-07-12T09:50:16.681521+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619446.763142,2022-07-12T09:50:46.743114+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619476.854089,2022-07-12T09:51:16.807288+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619506.957053,2022-07-12T09:51:46.931664+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619536.999701,2022-07-12T09:52:16.976183+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619567.061009,2022-07-12T09:52:47.035168+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619597.086309,2022-07-12T09:53:17.066562+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619627.13482,2022-07-12T09:53:47.114283+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619657.180786,2022-07-12T09:54:17.160717+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619687.231012,2022-07-12T09:54:47.207231+00:00,60.18775,24.981745,0,0.0,rasp4-trial,
1657619717.283755,2022-07-12T09:55:17.262987+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619747.342398,2022-07-12T09:55:47.322395+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619777.404267,2022-07-12T09:56:17.379055+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619807.4806,2022-07-12T09:56:47.454228+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619837.531507,2022-07-12T09:57:17.514642+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619867.597154,2022-07-12T09:57:47.577234+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619897.686346,2022-07-12T09:58:17.645209+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619927.726995,2022-07-12T09:58:47.705619+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619957.798416,2022-07-12T09:59:17.775627+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657619987.86207,2022-07-12T09:59:47.835859+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657620017.891379,2022-07-12T10:00:17.867009+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657620047.943912,2022-07-12T10:00:47.922084+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,
1657620078.008834,2022-07-12T10:01:17.979184+00:00,60.18775,24.981746666666666,0,0.0,rasp4-trial,